roc_auc,pr_auc,accuracy,precision,recall,f1,threshold,tp,tn,fp,fn,n_predicted_positive
0.812203573237556,0.22249459320817488,0.890474354030081,0.296875,0.4222222222222222,0.3486238532110092,0.39,76,2233,180,104,256
0.812203573237556,0.22249459320817488,0.8912456613960663,0.296,0.4111111111111111,0.34418604651162793,0.4,74,2237,176,106,250
0.812203573237556,0.22249459320817488,0.891631315079059,0.29554655870445345,0.40555555555555556,0.34192037470725994,0.41,73,2239,174,107,247
0.812203573237556,0.22249459320817488,0.8924026224450443,0.2979591836734694,0.40555555555555556,0.34352941176470586,0.42,73,2241,172,107,245
0.812203573237556,0.22249459320817488,0.892788276128037,0.29411764705882354,0.3888888888888889,0.3349282296650718,0.43,70,2245,168,110,238
0.812203573237556,0.22249459320817488,0.8935595834940223,0.29130434782608694,0.37222222222222223,0.32682926829268294,0.44,67,2250,163,113,230
0.812203573237556,0.22249459320817488,0.895102198225993,0.29464285714285715,0.36666666666666664,0.32673267326732675,0.45,66,2255,158,114,224
0.812203573237556,0.22249459320817488,0.8974161203239491,0.30092592592592593,0.3611111111111111,0.3282828282828283,0.46,65,2262,151,115,216
0.812203573237556,0.22249459320817488,0.8962591592749711,0.28292682926829266,0.32222222222222224,0.3012987012987013,0.47,58,2266,147,122,205
0.812203573237556,0.22249459320817488,0.8958735055919784,0.275,0.3055555555555556,0.2894736842105263,0.48,55,2268,145,125,200
0.812203573237556,0.22249459320817488,0.9043578866178172,0.2976190476190476,0.2777777777777778,0.28735632183908044,0.49,50,2295,118,130,168
0.812203573237556,0.22249459320817488,0.9039722329348245,0.2909090909090909,0.26666666666666666,0.2782608695652174,0.5,48,2296,117,132,165
0.812203573237556,0.22249459320817488,0.9051291939838025,0.28289473684210525,0.2388888888888889,0.25903614457831325,0.51,43,2304,109,137,152
0.812203573237556,0.22249459320817488,0.9066718087157732,0.28169014084507044,0.2222222222222222,0.2484472049689441,0.52,40,2311,102,140,142
0.812203573237556,0.22249459320817488,0.907057462398766,0.2740740740740741,0.20555555555555555,0.23492063492063492,0.53,37,2315,98,143,135
0.812203573237556,0.22249459320817488,0.9089857308137292,0.2846153846153846,0.20555555555555555,0.23870967741935484,0.54,37,2320,93,143,130
0.812203573237556,0.22249459320817488,0.909371384496722,0.28346456692913385,0.2,0.23452768729641693,0.55,36,2322,91,144,127
0.812203573237556,0.22249459320817488,0.9089857308137292,0.2777777777777778,0.19444444444444445,0.22875816993464052,0.56,35,2322,91,145,126
0.812203573237556,0.22249459320817488,0.9101426918627072,0.2809917355371901,0.18888888888888888,0.22591362126245848,0.57,34,2326,87,146,121
0.812203573237556,0.22249459320817488,0.9105283455457,0.2796610169491525,0.18333333333333332,0.2214765100671141,0.58,33,2328,85,147,118
0.812203573237556,0.22249459320817488,0.9101426918627072,0.26956521739130435,0.17222222222222222,0.21016949152542372,0.59,31,2329,84,149,115
