OBJECTID,Year,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NA,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Are,Shape__Len,latitude,longitude,zip,Alarm_Date2,year_month,AGENCY_ID,FIRE_NAME_ID,avg_tmax_c,avg_tmin_c,tot_prcp_mm,station,zip_recovered,recovery_dist_deg,year
1653.0,2019.0,CDF,MEU,GRADE,00008307,7/16/17,7/21/17,10.0,7.0,1.0,890.5153,,,,,2010.0,6026478.328,12088.337014051653,39.302085495121496,-123.2668127,95470,2017-07-16,2017-07,0.0,92.0,,,,,,,2019
1982.0,2018.0,CCO,VNC,SOUTH,00113365,12/21/17,12/21/17,14.0,6.0,1.0,0.01809152,17-0113365,,,,2010.0,107.640625,39.37442500166178,34.34057742228582,-119.0517068,93060,2017-12-21,2017-12,2.0,102.0,,,,,,,2018
1980.0,2018.0,CCO,VNC,BALCOM,00113691,12/22/17,12/22/17,14.0,6.0,1.0,0.3788415,17-0113691,,,,2010.0,2253.476563,221.1435717153833,34.326575776600954,-118.9776394,93066,2017-12-22,2017-12,2.0,1400.0,,,,,,,2018
2183.0,2018.0,NPS,SMP,SERRA,,1/29/18,1/30/18,14.0,8.0,1.0,2.600558,"Serra 1/29/2018, LACFD reported 2acres. Some susp*",,,,2010.0,15365.14844,812.7431233467285,34.03976246933086,-118.6888582,90265,2018-01-29,2018-01,5.0,1515.0,21.748387096774195,11.432258064516128,35.5,72295.0,,,2018
1930.0,2018.0,CCO,VNC,ERBES,00009049,1/31/18,1/31/18,14.0,6.0,1.0,0.02883826,18-0009049,,,,2010.0,171.1796875,48.44132076788071,34.235451669993864,-118.8464216,91360,2018-01-31,2018-01,2.0,749.0,21.44838709677419,9.829032258064515,18.8,72391.0,,,2018
2019.0,2018.0,CCO,ORC,EL TORO IC,18009721,1/24/18,1/24/18,14.0,6.0,1.0,0.09832976,,,,,2010.0,575.6367188,160.24179473004696,33.646020858014495,-117.6648512,92630,2018-01-24,2018-01,2.0,1424.0,23.416129032258063,10.629032258064516,37.6,72297.0,,,2018
2016.0,2018.0,LRA,ORC,RIDGE ROUTE,18009321,1/23/18,1/23/18,14.0,6.0,1.0,0.1679536,,,,,2010.0,982.8085938,137.6262854051816,33.622366065752864,-117.7321222,92653,2018-01-23,2018-01,1.0,1422.0,23.416129032258063,10.629032258064516,37.6,72297.0,,,2018
2017.0,2018.0,LRA,ORC,CREEK,18011407,1/28/18,1/28/18,14.0,1.0,1.0,0.4142567,,,,,2010.0,2417.058594,220.26559801672192,33.49695338897877,-117.6573303,92675,2018-01-28,2018-01,1.0,79.0,23.416129032258063,10.629032258064516,37.6,72297.0,,,2018
1941.0,2018.0,CCO,VNC,HARBOR,00008258,1/29/18,1/29/18,14.0,6.0,1.0,0.001796366,18-0008258,,,,2010.0,10.66796875,11.884821185078131,34.27708040874702,-119.3074839,93001,2018-01-29,2018-01,2.0,1381.0,21.44838709677419,9.829032258064515,18.8,72391.0,,,2018
1961.0,2018.0,CCO,VNC,MAIN,00000852,1/3/18,1/3/18,14.0,6.0,1.0,0.03201193,Cause under investigation 18-0000852,,,,2010.0,190.234375,53.13506408781415,34.284096133631884,-119.3056545,93001,2018-01-03,2018-01,2.0,150.0,21.44838709677419,9.829032258064515,18.8,72391.0,,,2018
1949.0,2018.0,CCO,VNC,CENTER,00005891,1/20/18,1/20/18,14.0,6.0,1.0,0.6356196,18-0005891,,,,2010.0,3773.546875,225.01914895929377,34.244298345585186,-119.1911966,93004,2018-01-20,2018-01,2.0,377.0,21.44838709677419,9.829032258064515,18.8,72391.0,,,2018
1934.0,2018.0,CCO,VNC,SURF,00008244,1/28/18,1/29/18,14.0,1.0,1.0,1.48225,Cause under investigation 18-0008244,,,,2010.0,8778.25,467.1484490001734,34.139786278950524,-119.1876746,93041,2018-01-28,2018-01,2.0,1383.0,21.44838709677419,9.829032258064515,18.8,72391.0,,,2018
1937.0,2018.0,CCO,VNC,MCWANE,00038177,1/28/18,1/29/18,14.0,1.0,1.0,0.7208683,Cause under investigation 18-0008244,,,,2010.0,4269.351563,259.02807320056075,34.141861418570706,-119.1802086,93041,2018-01-28,2018-01,2.0,1385.0,21.44838709677419,9.829032258064515,18.8,72391.0,,,2018
1939.0,2018.0,CCO,VNC,ERRINGER,00008902,1/31/18,1/31/18,9.0,6.0,1.0,0.002820561,Unintentional 18-0008902,,,,2010.0,16.765625,15.044787124536835,34.28253888847779,-118.7458438,93065,2018-01-31,2018-01,2.0,1386.0,21.44838709677419,9.829032258064515,18.8,72391.0,,,2018
1958.0,2018.0,CCO,VNC,BALCOM,00008020,1/28/18,1/28/18,14.0,6.0,1.0,0.766014,18-0008020,,,,2010.0,4552.765625,247.5953684761164,34.29191749021445,-118.9631214,93066,2018-01-28,2018-01,2.0,1400.0,21.44838709677419,9.829032258064515,18.8,72391.0,,,2018
2060.0,2018.0,CCO,LAC,RAMBLA,00048048,2/13/18,2/13/18,11.0,1.0,1.0,0.02526989,,,,,2010.0,149.3515625,62.40671505750343,34.05061999162211,-118.645537,90265,2018-02-13,2018-02,2.0,1451.0,19.65,9.728571428571428,2.5,72295.0,,,2018
1896.0,2018.0,CDF,MVU,BORDER 3,00002137,2/8/18,2/8/18,14.0,1.0,1.0,12.29894,,,,,2010.0,70260.00391,2364.560070032417,32.556797723670776,-116.8711264,92154,2018-02-08,2018-02,0.0,1358.0,19.625,10.835714285714284,9.1,72290.0,,,2018
2018.0,2018.0,LRA,ORC,CANADA IC,18020678,2/20/18,2/20/18,14.0,1.0,1.0,0.02049659,,,,,2010.0,120.0,41.21805638803541,33.650576672994966,-117.6822558,92630,2018-02-20,2018-02,1.0,1423.0,21.014285714285712,9.271428571428572,7.4,72297.0,,,2018
2032.0,2018.0,CCO,ORC,BLUFF COVE,18017518,2/12/18,2/12/18,14.0,1.0,1.0,0.006579902,,,,,2010.0,38.06640625,27.53462130216984,33.571728855907004,-117.7335166,92656,2018-02-12,2018-02,2.0,1437.0,21.014285714285712,9.271428571428572,7.4,72297.0,,,2018
2020.0,2018.0,LRA,ORC,LA RAMBLA,18020054,2/19/18,2/19/18,14.0,6.0,1.0,0.007379493,,,,,2010.0,42.98046875,26.79817314474966,33.41480086076205,-117.6144602,92672,2018-02-19,2018-02,1.0,1425.0,19.767857142857142,1.4392857142857145,0.0,72286.0,,,2018
1963.0,2018.0,CCO,VNC,GUIBERSON,00013256,2/15/18,2/15/18,9.0,1.0,1.0,0.1679282,Unintentional 18-0013256,,,,2010.0,1000.285156,142.87030536205515,34.38511797253776,-118.8809767,93015,2018-02-15,2018-02,2.0,1402.0,18.935714285714287,5.810714285714286,0.5,72391.0,,,2018
1974.0,2018.0,CCO,VNC,HOPPER,00011091,2/7/18,2/7/18,2.0,1.0,1.0,0.2350992,Failure of equipment or heat source 18-0011091,,,,2010.0,1400.914063,151.21541049124434,34.40130002746172,-118.8448325,93015,2018-02-07,2018-02,2.0,1408.0,18.935714285714287,5.810714285714286,0.5,72391.0,,,2018
1944.0,2018.0,CCO,VNC,CAMPUS,00015892,2/25/18,2/25/18,14.0,6.0,1.0,0.2079522,VCFD Cause undetermin post investig.  18-0015892,,,,2010.0,1236.152344,140.25635489367278,34.29849090330014,-118.8321597,93021,2018-02-25,2018-02,2.0,1390.0,18.935714285714287,5.810714285714286,0.5,72391.0,,,2018
1987.0,2018.0,CCO,KRN,,01806355,2/14/18,2/14/18,14.0,1.0,1.0,0.5393313,,,,,2010.0,3298.570313,246.58450471746423,35.47868023507341,-119.0473523,93308,2018-02-14,2018-02,2.0,1024.0,19.464285714285715,4.964285714285714,5.6,72384.0,,,2018
2196.0,2018.0,CDF,SLU,RANGE,00001191,2/12/18,2/12/18,9.0,7.0,1.0,5.25598,Munitions (Star Cluster) during military training,,,,2010.0,32041.09766,676.4306126756507,35.34595122775725,-120.7152062,93405,2018-02-12,2018-02,0.0,137.0,20.342857142857145,3.6107142857142858,3.6,72394.0,,,2018
1816.0,2018.0,CDF,BDU,PLEASANT,00002752,2/18/18,2/25/18,7.0,2.0,1.0,2075.696,,,,,2010.0,13337374.88671875,46746.64991946568,37.40989457896447,-118.4377915,93514,2018-02-18,2018-02,0.0,295.0,15.560714285714283,-5.171428571428572,0.0,72480.0,,,2018
1919.0,2018.0,CDF,BEU,GABILAN,00000798,2/17/18,2/17/18,5.0,1.0,1.0,15.67677,,,,,2010.0,99101.54688,1494.2477987843174,36.78679723029818,-121.5332264,95045,2018-02-17,2018-02,0.0,1375.0,19.439285714285717,4.117857142857143,3.3,72593.0,,,2018
1894.0,2018.0,CDF,HUU,MATTOLE,00009403,2/11/18,2/11/18,14.0,1.0,1.0,13.00193,Date fields not converting correctly. 02/11/2018,,,,2010.0,90452.02344,2727.915159378619,40.25941945845474,-124.2155006,95558,2018-02-11,2018-02,0.0,1356.0,12.107142857142858,3.2035714285714287,73.0,72594.0,,,2018
2082.0,2018.0,CDF,SKU,HIDDEN,00000747,2/2/18,2/2/18,5.0,1.0,1.0,12.39872,,,,,2010.0,90927.22266,1845.621545121776,42.00268184142523,-121.9209067,96023,2018-02-02,2018-02,0.0,1374.0,11.242857142857144,-0.975,26.700000000000003,72597.0,,,2018
2022.0,2018.0,DOD,MCP,MCP BASILONE GATE,18034804,3/28/18,3/28/18,14.0,6.0,1.0,0.02353987,,,,,2010.0,137.1796875,65.18328395040324,33.440118,-117.5591312,92055,2018-03-28,2018-03,8.0,1427.0,21.532258064516128,10.73225806451613,2.5,72293.0,,,2018
2021.0,2018.0,LRA,ORC,SOUTH HAMPTON CT,18034763,3/27/18,3/27/18,14.0,6.0,1.0,0.004819541,,,,,2010.0,28.1796875,20.91367834,33.60408423234134,-117.700312,92653,2018-03-27,2018-03,1.0,1426.0,20.522580645161288,11.348387096774196,41.7,72297.0,,,2018
1997.0,2018.0,CCO,KRN,,01812473,3/30/18,3/30/18,14.0,1.0,1.0,0.2215543,,,,,2010.0,1359.707031,154.9916892438186,35.617900351661746,-119.6893486,93249,2018-03-30,2018-03,2.0,1024.0,20.951612903225808,8.803225806451612,61.2,72384.0,,,2018
2083.0,2018.0,CDF,SKU,MUSTANG,00001553,3/7/18,3/7/18,5.0,1.0,1.0,1.086734,,,,,2010.0,7846.445313,416.6704050614937,41.498787872294336,-122.912443,96027,2018-03-07,2018-03,0.0,567.0,14.94516129032258,1.6161290322580646,42.8,72597.0,,,2018
2084.0,2018.0,CDF,SKU,ORDWAY,00001682,3/12/18,3/12/18,5.0,1.0,1.0,2.126607,,,,,2010.0,15349.09766,788.3065700278329,41.48716915555436,-122.374273,96094,2018-03-12,2018-03,0.0,1460.0,17.558064516129033,5.112903225806452,93.2,72592.0,,,2018
2025.0,2018.0,CCO,ORC,TALBERT PARK SOUTH,18042073,4/15/18,4/15/18,14.0,1.0,1.0,7.518083,,,,,2010.0,44015.60547,1573.8721466832185,33.64555345,-117.948858,92627,2018-04-15,2018-04,2.0,1430.0,23.63,13.18,1.0,72297.0,,,2018
1931.0,2018.0,CCO,VNC,HARBOR,00029131,4/14/18,4/14/18,14.0,6.0,1.0,0.3926331,VCFD Cause undetermin post investig.  18-0029131,,,,2010.0,2329.339844,178.61126523105122,34.21435029193557,-119.2479761,93030,2018-04-14,2018-04,2.0,1381.0,19.48333333333333,9.593333333333334,1.0,72391.0,,,2018
1824.0,2018.0,CDF,FKU,AQUEDUCT,00005111,4/12/18,4/12/18,2.0,1.0,1.0,49.1616,,,,,2010.0,303535.8633,2461.6311907430454,35.85999938040407,-119.9109041,93239,2018-04-12,2018-04,0.0,1311.0,25.96,8.513333333333334,4.8,74702.0,,,2018
1815.0,2018.0,CDF,BDU,MOFFAT,00005618,4/19/18,4/23/18,4.0,2.0,1.0,1253.925,,,,,2010.0,7904706.434,24309.435578487584,36.67894242790207,-118.0858687,93545,2018-04-19,2018-04,0.0,1305.0,25.1,4.983333333333333,10.2,72480.0,,,2018
2061.0,2018.0,CCO,LAC,BRIDGE,00118530,4/19/18,4/20/18,11.0,1.0,1.0,7.767941,,,,,2010.0,46535.18359,1735.4271404889907,34.62515648184524,-118.3128977,93551,2018-04-19,2018-04,2.0,119.0,25.13,9.663333333333332,0.3,72382.0,,,2018
2085.0,2018.0,CDF,SKU,PATTERSON,00002593,4/23/18,4/23/18,5.0,1.0,1.0,1.094254,,,,,2010.0,7933.945313,707.7119345016337,41.63522794301144,-122.9528242,96032,2018-04-23,2018-04,0.0,1137.0,18.24,5.263333333333334,27.4,72597.0,,,2018
2144.0,2018.0,USF,PNF,FRENCH,00000354,4/26/18,5/1/18,5.0,1.0,1.0,20.24249,,,,,2010.0,139786.6133,1778.2702267773536,40.006369981823816,-120.229671,96105,2018-04-26,2018-04,4.0,723.0,19.28,4.34,13.8,72488.0,,,2018
2190.0,2018.0,NPS,SMP,CORNELL,,5/29/18,5/30/18,14.0,8.0,1.0,0.8739471,"Cornell 5/29/2018 1400hr, Equipment, cause = NPS *",,,,2010.0,5173.265625,298.0613762670571,34.119500375145115,-118.7506634,91301,2018-05-29,2018-05,5.0,1047.0,19.50967741935484,11.374193548387098,0.0,72391.0,,,2018
2063.0,2018.0,CCO,LAC,COMMERCE,00136301,5/6/18,5/6/18,11.0,1.0,1.0,14.20331,,,,,2010.0,84695.17969,3047.442358240341,34.43103320930143,-118.6280588,91355,2018-05-06,2018-05,2.0,1453.0,22.654838709677417,13.358064516129032,2.8,72288.0,,,2018
2065.0,2018.0,CCO,LAC,VIEW,00157745,5/27/18,5/27/18,2.0,1.0,1.0,0.1131595,,,,,2010.0,667.6484375,167.79543928203285,33.97847197239645,-117.9765042,91745,2018-05-27,2018-05,2.0,831.0,22.09354838709677,14.709677419354838,0.3,72297.0,,,2018
1903.0,2018.0,CDF,MVU,AGUA,00007622,5/22/18,5/24/18,14.0,1.0,1.0,59.08208,,,,,2010.0,343675.7656,4014.796288086432,33.36329083,-117.028475,92059,2018-05-22,2018-05,0.0,214.0,22.787096774193547,13.3,1.3,72293.0,,,2018
2057.0,2018.0,CDF,RRU,PATTERSON,00062932,5/17/18,5/18/18,2.0,7.0,1.0,1260.987,,,,,2010.0,7382636.465,15872.305038520664,33.645685389479056,-117.0515129,92596,2018-05-17,2018-05,0.0,1137.0,24.64516129032258,10.403225806451612,2.0,72286.0,,,2018
1946.0,2018.0,CCO,VNC,KUEHNER,00035430,5/7/18,5/7/18,14.0,6.0,1.0,0.3439097,VCFD Cause undetermin post investig.  18-0035430,,,,2010.0,2042.828125,385.7995418454994,34.26784354899045,-118.6439534,93063,2018-05-07,2018-05,2.0,1392.0,22.654838709677417,13.358064516129032,2.8,72288.0,,,2018
2001.0,2018.0,CCO,KRN,LAKE,01821033,5/31/18,5/31/18,14.0,1.0,1.0,1.946541,,,,,2010.0,11755.98438,524.0076847474372,34.962410281554234,-119.4436744,93252,2018-05-31,2018-05,2.0,245.0,29.316129032258065,15.470967741935484,0.5,72384.0,,,2018
1804.0,2018.0,CCO,SBC,WASIOJA,00006679,5/20/18,5/22/18,11.0,1.0,1.0,189.5374,,,,,2010.0,1144194.539,5519.220123414268,34.94424624932204,-119.8003112,93254,2018-05-20,2018-05,2.0,1297.0,19.81935483870968,10.09032258064516,0.0,72394.0,,,2018
1986.0,2018.0,CCO,KRN,WELDON,01821058,5/31/18,5/31/18,14.0,1.0,1.0,0.4558595,,,,,2010.0,2801.511719,264.1837142870049,35.67313157983757,-118.3444402,93283,2018-05-31,2018-05,2.0,1411.0,29.316129032258065,15.470967741935484,0.5,72384.0,,,2018
2197.0,2018.0,CDF,SLU,VINEYARD,00005561,5/30/18,5/30/18,2.0,6.0,1.0,25.31846,Mowing,,,,2010.0,155858.8477,2373.4104982596687,35.740984846382496,-120.6508838,93451,2018-05-30,2018-05,0.0,7.0,29.39032258064516,11.612903225806452,0.0,74702.0,,,2018
2195.0,2018.0,CDF,SLU,WATER,00005348,5/24/18,5/24/18,11.0,1.0,1.0,87.86208,Electrical Power,,,,2010.0,537762.5742,4458.320590130683,35.50832003607123,-120.1027713,93453,2018-05-24,2018-05,0.0,41.0,19.81935483870968,10.09032258064516,0.0,72394.0,,,2018
1909.0,2018.0,CCO,SBC,HAPPY,00006443,5/17/18,5/17/18,11.0,1.0,1.0,59.46514,,,,,2010.0,356321.7031,2910.197952311644,34.63523470101342,-119.9887259,93460,2018-05-17,2018-05,2.0,1369.0,20.10322580645161,10.5,0.0,72392.0,,,2018
2062.0,2018.0,CCO,LAC,HEFFNER,00134007,5/4/18,5/5/18,14.0,1.0,1.0,17.8683,,,,,2010.0,106552.0781,2311.1241460247297,34.431962641945326,-118.2219547,93510,2018-05-04,2018-05,2.0,1452.0,27.06451612903226,12.12258064516129,0.0,72382.0,,,2018
1831.0,2018.0,CDF,FKU,SHEPHERD,00007642,5/30/18,5/30/18,2.0,1.0,1.0,10.21674,,,,,2010.0,64752.58203,1704.8464546390887,36.88637913473435,-119.5203826,93619,2018-05-30,2018-05,0.0,1315.0,28.958064516129035,14.28064516129032,0.0,72389.0,,,2018
1848.0,2018.0,CDF,MMU,NEES,00008764,5/2/18,5/2/18,2.0,1.0,1.0,1739.069,,,,,2010.0,11010119.08,21616.18591428856,36.84468859915893,-120.7880027,93622,2018-05-02,2018-05,0.0,1326.0,28.958064516129035,14.28064516129032,0.0,72389.0,,,2018
1825.0,2018.0,CDF,FKU,COBBLE,00007366,5/26/18,5/27/18,2.0,1.0,1.0,108.4346,,,,,2010.0,684996.4531,5476.168040096432,36.75976794249494,-119.4016368,93657,2018-05-26,2018-05,0.0,311.0,28.958064516129035,14.28064516129032,0.0,72389.0,,,2018
1830.0,2018.0,CDF,FKU,LAKE,00007651,5/30/18,6/1/18,2.0,1.0,1.0,4.022202,,,,,2010.0,25478.16406,773.3161436030134,36.86503105115619,-119.336676,93657,2018-05-30,2018-05,0.0,245.0,28.958064516129035,14.28064516129032,0.0,72389.0,,,2018
2039.0,2018.0,CDF,LNU,BELLAGIO,00006606,5/21/18,5/21/18,14.0,1.0,1.0,12.94914,,,,,2010.0,84896.19922,1122.0593519716283,38.159905521040834,-122.2296111,94503,2018-05-21,2018-05,0.0,1441.0,23.951612903225808,11.383870967741936,0.0,74516.0,,,2018
1888.0,2018.0,CDF,TGU,CHROME,00005136,5/28/18,5/28/18,9.0,7.0,1.0,76.9834,Shooting,,,,2010.0,525919.4453,4251.024121,39.63318910516275,-122.5809649,95939,2018-05-28,2018-05,0.0,1351.0,25.44333333333333,12.566666666666666,158.0,72497.0,,,2018
2086.0,2018.0,CDF,SKU,FRANKLIN,00003090,5/13/18,5/13/18,5.0,1.0,1.0,1.055311,,,,,2010.0,7612.234375,397.73605137805646,41.46729075534011,-122.9019802,96027,2018-05-13,2018-05,0.0,124.0,25.10967741935484,9.838709677419354,18.9,72597.0,,,2018
2081.0,2018.0,CDF,SKU,BLUE,00003160,5/15/18,5/15/18,3.0,1.0,1.0,2.701591,,,,,2010.0,19746.25781,697.9276337173835,41.89533831269871,-122.4357982,96064,2018-05-15,2018-05,0.0,685.0,25.10967741935484,9.838709677419354,18.9,72597.0,,,2018
1891.0,2018.0,CDF,TGU,JELLY,00004765,5/18/18,5/18/18,2.0,1.0,1.0,107.0562,,,,,2010.0,745936.668,4703.768125029421,40.312739936022254,-122.2178677,96080,2018-05-18,2018-05,0.0,1354.0,28.71935483870968,13.574193548387097,31.0,72591.0,,,2018
1942.0,2018.0,CCO,VNC,ARROYO,00045480,6/12/18,6/12/18,14.0,1.0,1.0,2.010384,Cause under investigation 18-0045480,,,,2010.0,11921.71875,608.1354964406798,34.195966562044724,-118.9097874,91320,2018-06-12,2018-06,2.0,1388.0,21.42,13.416666666666666,0.0,72391.0,,,2018
2064.0,2018.0,CCO,LAC,SOUTH,00171655,6/9/18,6/12/18,14.0,7.0,1.0,175.1159,,,,,2010.0,1042451.629,4169.410776320807,34.35919091134886,-118.5490463,91321,2018-06-09,2018-06,2.0,102.0,27.146666666666665,15.636666666666668,0.0,72288.0,,,2018
2066.0,2018.0,CCO,LAC,SUN,00184429,6/21/18,6/21/18,14.0,1.0,1.0,0.9127468,,,,,2010.0,5428.96875,543.8060372845555,34.32397233929665,-118.5228972,91381,2018-06-21,2018-06,2.0,91.0,27.146666666666665,15.636666666666668,0.0,72288.0,,,2018
2069.0,2018.0,CCO,LAC,STONE,00166129,6/4/18,6/5/18,2.0,7.0,1.0,1350.647,,,,,2010.0,8076638.402,23581.687648744115,34.54920228327975,-118.2912993,91390,2018-06-04,2018-06,2.0,1455.0,27.146666666666665,15.636666666666668,0.0,72288.0,,,2018
1901.0,2018.0,CDF,MVU,RECYCLE,00008372,6/6/18,6/10/18,4.0,1.0,1.0,248.3807,,,,,2010.0,1421980.113,7500.284150722637,32.65418938345314,-116.4437863,91906,2018-06-06,2018-06,0.0,1362.0,22.03666666666667,17.35,0.0,72290.0,,,2018
1904.0,2018.0,CDF,MVU,CHURCH 2,00008665,6/11/18,6/12/18,10.0,1.0,1.0,11.04537,,,,,2010.0,63280.8125,1826.772779028253,32.68701245714989,-116.3598779,91906,2018-06-11,2018-06,0.0,1364.0,22.03666666666667,17.35,0.0,72290.0,,,2018
1899.0,2018.0,CDF,MVU,VISTA,00008333,6/5/18,6/6/18,14.0,1.0,1.0,12.10395,,,,,2010.0,70484.22266,1577.4503908936922,33.410942555861986,-117.2349773,92028,2018-06-05,2018-06,0.0,181.0,25.9,16.110344827586207,0.0,72293.0,,,2018
2152.0,2018.0,USF,BDF,CREEK,00010298,6/30/18,7/20/18,9.0,1.0,1.0,32.7047,,,,,2010.0,193848.4023,3406.7579785630587,34.17567455658174,-117.1315522,92382,2018-06-30,2018-06,4.0,79.0,31.48333333333333,13.24,0.0,72286.0,,,2018
2035.0,2018.0,CCO,ORC,LAGUNA,,6/6/18,6/6/18,14.0,1.0,1.0,1.118917,1806212* inc#,,,,2010.0,6542.007813,893.3214690216626,33.60462289224222,-117.7616156,92651,2018-06-06,2018-06,2.0,678.0,25.040000000000003,16.753333333333334,0.0,72297.0,,,2018
2023.0,2018.0,CCO,ORC,ALISO,18060414,6/2/18,6/10/18,14.0,1.0,1.0,175.7186,,,,,2010.0,1026564.402,6151.017892432411,33.55223088271499,-117.742038,92656,2018-06-02,2018-06,2.0,1428.0,25.040000000000003,16.753333333333334,0.0,72297.0,,,2018
2024.0,2018.0,CCO,ORC,SANTIAGO,18064103,6/11/18,6/14/18,14.0,1.0,1.0,154.9657,,,,,2010.0,909667.9102,6139.694517428594,33.760114766093515,-117.7250591,92676,2018-06-11,2018-06,2.0,1429.0,31.48333333333333,13.24,0.0,72286.0,,,2018
2036.0,2018.0,CCO,ORC,LIVE OAK,18064947,6/13/18,6/13/18,14.0,1.0,1.0,1.712397,,,,,2010.0,10029.98047,641.9538812,33.66737181729831,-117.6008143,92678,2018-06-13,2018-06,2.0,1013.0,31.48333333333333,13.24,0.0,72286.0,,,2018
2163.0,2018.0,USF,CNF,JIM,00001756,6/5/18,6/18/18,14.0,1.0,1.0,0.5954995,,,,,2010.0,3488.75,296.70059187757374,33.67454115553333,-117.5444284,92678,2018-06-05,2018-06,4.0,411.0,31.48333333333333,13.24,0.0,72286.0,,,2018
2056.0,2018.0,CDF,RRU,EUCLID,00074609,6/13/18,6/23/18,14.0,1.0,1.0,156.3773,,,,,2010.0,921320.5742,8280.471149315359,33.91801841230337,-117.6453401,92880,2018-06-13,2018-06,0.0,1448.0,31.48333333333333,13.24,0.0,72286.0,,,2018
1938.0,2018.0,CCO,VNC,BEACH,0050586,6/30/18,6/30/18,9.0,1.0,1.0,0.521827,Unintentional 18-0050586,,,,2010.0,3101.925781,265.0024803874674,34.29822764043565,-119.3412897,93001,2018-06-30,2018-06,2.0,927.0,21.42,13.416666666666666,0.0,72391.0,,,2018
1951.0,2018.0,CCO,VNC,RIVER,00046639,6/16/18,6/16/18,14.0,1.0,1.0,0.8802599,Undetermined 18-0046639,,,,2010.0,5229.917969,337.1813136706777,34.276872748890085,-119.3106969,93001,2018-06-16,2018-06,2.0,173.0,21.42,13.416666666666666,0.0,72391.0,,,2018
1956.0,2018.0,CCO,VNC,KNOLL,0050551,6/30/18,6/30/18,14.0,1.0,1.0,0.1293269,Cause under investigation 18-0050551,,,,2010.0,767.671875,103.58851095877428,34.23784354903989,-119.2637854,93001,2018-06-30,2018-06,2.0,224.0,21.42,13.416666666666666,0.0,72391.0,,,2018
1969.0,2018.0,CCO,VNC,HARBOR,00050282,6/29/18,6/30/18,14.0,6.0,1.0,7.0504,VCFD Cause undetermin post investig.  18-0050282,,,,2010.0,41849.58203,1354.3432069518508,34.23690431982185,-119.2633404,93001,2018-06-29,2018-06,2.0,1381.0,21.42,13.416666666666666,0.0,72391.0,,,2018
1940.0,2018.0,CCO,VNC,TORREY,00043129,6/4/18,6/4/18,2.0,1.0,1.0,1.533825,Equipment 18-0043129,,,,2010.0,9137.195313,425.96047821842654,34.38911467063276,-118.7942422,93015,2018-06-04,2018-06,2.0,1387.0,21.42,13.416666666666666,0.0,72391.0,,,2018
1972.0,2018.0,CCO,VNC,SULPHUR,00050117,6/28/18,6/28/18,2.0,6.0,1.0,0.0939797,Equipment 18-0050117,,,,2010.0,560.4648438,117.06318369063256,34.43522776,-119.1670035,93023,2018-06-28,2018-06,2.0,670.0,21.42,13.416666666666666,0.0,72391.0,,,2018
1977.0,2018.0,CCO,VNC,TREE,00046016,6/14/18,6/14/18,2.0,1.0,1.0,0.7231185,Equipment 18-0046016,,,,2010.0,4312.632813,248.1424041477576,34.43723651496339,-119.1419849,93023,2018-06-14,2018-06,2.0,47.0,21.42,13.416666666666666,0.0,72391.0,,,2018
2124.0,2018.0,USF,LPF,CANYON,00001586,6/23/18,7/14/18,2.0,1.0,1.0,62.01245,,,,,2010.0,370833.1445,4159.137885474025,34.55027796465956,-118.7672647,93040,2018-06-23,2018-06,4.0,45.0,27.836666666666662,14.436666666666667,0.0,72383.0,,,2018
1948.0,2018.0,CCO,VNC,PERKINS,00047412,6/19/18,6/19/18,14.0,1.0,1.0,0.3048694,18-0047412,,,,2010.0,1805.421875,237.1634055727455,34.13778044,-119.1860359,93041,2018-06-19,2018-06,2.0,1394.0,21.42,13.416666666666666,0.0,72391.0,,,2018
1960.0,2018.0,CCO,VNC,CORONADO,00045455,6/12/18,6/12/18,14.0,6.0,1.0,1.850803,VCFD Cause undetermin post investig.  18-0045455,,,,2010.0,11020.0,429.9838070691795,34.368042734853844,-119.0682399,93060,2018-06-12,2018-06,2.0,1401.0,21.42,13.416666666666666,0.0,72391.0,,,2018
1970.0,2018.0,CCO,VNC,TELEGRAPH,00045427,6/12/18,6/12/18,14.0,1.0,1.0,7.057304,VCFD Cause undetermin post investig.  18-0045427,,,,2010.0,42011.05859,1164.1560552747385,34.35866312249144,-119.04512,93060,2018-06-12,2018-06,2.0,1407.0,21.42,13.416666666666666,0.0,72391.0,,,2018
1955.0,2018.0,CCO,VNC,OLSEN,00049784,6/27/18,6/28/18,14.0,1.0,1.0,27.95707,VCFD Cause undetermin post investig.  18-0049784,,,,2010.0,166018.2734,2475.3596382685414,34.25518893925175,-118.8174867,93065,2018-06-27,2018-06,2.0,1398.0,21.42,13.416666666666666,0.0,72391.0,,,2018
2003.0,2018.0,CCO,KRN,DERBY,01822033,6/6/18,6/6/18,14.0,1.0,1.0,19.21136,,,,,2010.0,116674.3086,1414.911794000823,35.19193250556256,-118.817345,93203,2018-06-06,2018-06,2.0,1417.0,34.57,19.33333333333333,0.0,72384.0,,,2018
